
Age,Age_Group,Gender,Region,Household_Type,Occupation,IPTV_Provider,Subscription_Type,Digital_Literacy,OTT_Viewing_Ratio
44,35-44,Female,Other Urban,Three-Person,Office Worker,KT,Triple-Play,High,0.88
60,55-64,Female,Seoul,Four-or-More,Retired/Unemployed,Other,Triple-Play,Medium,0.53
1,0-4,Female,Other Urban,Three-Person,Student,SKB,Family,Low,0.07
13,13-17,Male,Other Urban,Four-or-More,Student,Other,Family,High,0.79
10,5-12,Male,Other Urban,Four-or-More,Student,LG U+,Triple-Play,Low,0.24
10,5-12,Male,Other Urban,Single,Student,LG U+,Individual,Low,0.31
87,65+,Female,Seoul,Three-Person,Retired/Unemployed,SKB,Family,Low,0.21
60,55-64,Female,Other Urban,Single,Homemaker,KT,Individual,Medium,0.62
38,35-44,Male,Seoul,Two-Person,Service Industry,SKB,Individual,Medium,0.28
13,13-17,Male,Other Urban,Single,Student,Other,Individual,Medium,0.51
53,45-54,Female,Rural Areas,Single,Homemaker,LG U+,Triple-Play,Low,0.04
38,35-44,Male,Other Urban,Two-Person,Professional/Managerial,SKB,Family,High,0.86
24,18-24,Female,Other Urban,Single,Student,LG U+,Individual,High,0.95
41,35-44,Male,Other Urban,Three-Person,Service Industry,LG U+,Family,Medium,0.84
36,35-44,Male,Rural Areas,Four-or-More,Professional/Managerial,Other,Family,High,0.82
45,45-54,Male,Other Urban,Single,Office Worker,KT,Triple-Play,High,0.81
52,45-54,Male,Seoul,Three-Person,Service Industry,KT,Family,Low,0.69
12,5-12,Female,Other Urban,Three-Person,Student,SKB,Family,Low,0.49
41,35-44,Male,Other Urban,Single,Office Worker,KT,Individual,Medium,0.8
52,45-54,Male,Seoul,Three-Person,Retired/Unemployed,Other,Family,Low,0.31
47,45-54,Male,Other Urban,Single,Service Industry,KT,Individual,Medium,0.77
75,65+,Male,Other Urban,Single,Retired/Unemployed,Other,Individual,Medium,0.42
56,55-64,Female,Seoul,Single,Office Worker,Other,Individual,Low,0.07
24,18-24,Male,Other Urban,Two-Person,Student,KT,Family,High,0.97
12,5-12,Male,Other Urban,Two-Person,Student,Other,Triple-Play,Low,0.15
45,45-54,Female,Other Urban,Single,Service Industry,SKB,Triple-Play,Low,0.33
3,0-4,Male,Other Urban,Single,Student,LG U+,Individual,Low,0.52
54,45-54,Female,Rural Areas,Four-or-More,Retired/Unemployed,KT,Triple-Play,Medium,0.64
80,65+,Female,Other Urban,Four-or-More,Retired/Unemployed,Other,Triple-Play,Medium,0.41
53,45-54,Female,Other Urban,Two-Person,Service Industry,SKB,Individual,Medium,0.39
38,35-44,Male,Other Urban,Single,Service Industry,Other,Triple-Play,Low,0.38
48,45-54,Male,Other Urban,Single,Student,LG U+,Individual,Medium,0.72
37,35-44,Male,Other Urban,Four-or-More,Service Industry,SKB,Triple-Play,Low,0.17
50,45-54,Male,Seoul,Single,Professional/Managerial,KT,Individual,High,0.72
81,65+,Female,Rural Areas,Single,Homemaker,KT,Individual,Low,0.33
40,35-44,Female,Other Urban,Two-Person,Professional/Managerial,SKB,Triple-Play,High,0.86
82,65+,Female,Seoul,Three-Person,Homemaker,Other,Family,Medium,0.45
89,65+,Male,Rural Areas,Two-Person,Retired/Unemployed,KT,Family,Low,0.27
19,18-24,Male,Rural Areas,Single,Student,Other,Triple-Play,High,0.84
11,5-12,Female,Other Urban,Three-Person,Student,Other,Triple-Play,Low,0.13
16,13-17,Male,Other Urban,Three-Person,Student,SKB,Triple-Play,High,0.68
0,0-4,Male,Seoul,Three-Person,Student,KT,Family,Low,0.41
16,13-17,Female,Other Urban,Single,Office Worker,Other,Individual,Medium,0.57
61,55-64,Male,Other Urban,Three-Person,Homemaker,KT,Family,Low,0.56
9,5-12,Male,Seoul,Two-Person,Student,KT,Family,Low,0.15
32,25-34,Male,Rural Areas,Two-Person,Professional/Managerial,KT,Individual,High,0.61
68,65+,Female,Other Urban,Two-Person,Service Industry,Other,Family,Medium,0.17
3,0-4,Male,Other Urban,Single,Student,SKB,Individual,Low,0.19
90,65+,Male,Seoul,Single,Homemaker,KT,Individual,Medium,0.83
31,25-34,Female,Other Urban,Single,Office Worker,KT,Individual,Medium,0.79
17,13-17,Male,Other Urban,Two-Person,Student,SKB,Family,High,0.86
58,55-64,Female,Other Urban,Two-Person,Homemaker,KT,Family,Low,0.17
51,45-54,Male,Seoul,Three-Person,Office Worker,Other,Family,Medium,0.68
80,65+,Male,Other Urban,Single,Retired/Unemployed,SKB,Individual,Low,0.2
59,55-64,Male,Seoul,Four-or-More,Office Worker,LG U+,Family,Medium,0.47
59,55-64,Female,Other Urban,Single,Professional/Managerial,KT,Individual,Low,0.28
25,25-34,Female,Other Urban,Two-Person,Office Worker,SKB,Individual,Medium,0.6
19,18-24,Female,Other Urban,Single,Office Worker,KT,Individual,High,0.98
59,55-64,Female,Other Urban,Three-Person,Retired/Unemployed,LG U+,Family,Low,0.15
57,55-64,Female,Other Urban,Three-Person,Office Worker,LG U+,Family,Medium,0.49
77,65+,Male,Other Urban,Four-or-More,Retired/Unemployed,KT,Family,Low,0.11
36,35-44,Female,Seoul,Single,Professional/Managerial,KT,Individual,High,0.77
38,35-44,Male,Other Urban,Single,Retired/Unemployed,LG U+,Individual,Low,0.6
58,55-64,Female,Seoul,Three-Person,Homemaker,KT,Triple-Play,Medium,0.51
28,25-34,Male,Rural Areas,Three-Person,Office Worker,SKB,Family,High,0.44
84,65+,Male,Other Urban,Four-or-More,Homemaker,SKB,Triple-Play,Low,0.31
83,65+,Male,Other Urban,Single,Homemaker,KT,Individual,Medium,0.57
41,35-44,Male,Other Urban,Three-Person,Service Industry,SKB,Triple-Play,Medium,0.25
63,55-64,Female,Other Urban,Single,Homemaker,SKB,Individual,Low,0.21
59,55-64,Female,Seoul,Two-Person,Retired/Unemployed,SKB,Individual,Low,0.41
16,13-17,Female,Rural Areas,Single,Student,KT,Individual,Medium,0.6
66,65+,Female,Other Urban,Three-Person,Professional/Managerial,LG U+,Family,Medium,0.27
46,45-54,Male,Other Urban,Two-Person,Retired/Unemployed,KT,Family,Medium,0.61
69,65+,Female,Rural Areas,Single,Retired/Unemployed,SKB,Individual,Low,0.35
31,25-34,Male,Other Urban,Single,Professional/Managerial,KT,Individual,High,0.87
74,65+,Female,Other Urban,Two-Person,Homemaker,LG U+,Family,Low,0.03
44,35-44,Male,Other Urban,Single,Homemaker,KT,Individual,Medium,0.37
0,0-4,Male,Other Urban,Single,Student,LG U+,Triple-Play,Low,0.31
77,65+,Female,Other Urban,Single,Retired/Unemployed,SKB,Individual,Low,0.46
11,5-12,Female,Other Urban,Three-Person,Student,Other,Triple-Play,Low,0.17
29,25-34,Male,Other Urban,Two-Person,Service Industry,SKB,Individual,Low,0.11
90,65+,Male,Other Urban,Single,Retired/Unemployed,SKB,Individual,Low,0.31
74,65+,Female,Other Urban,Four-or-More,Retired/Unemployed,LG U+,Family,Medium,0.54
54,45-54,Female,Other Urban,Single,Professional/Managerial,SKB,Triple-Play,High,0.81
50,45-54,Male,Other Urban,Three-Person,Retired/Unemployed,LG U+,Family,Medium,0.44
37,35-44,Male,Other Urban,Two-Person,Service Industry,KT,Family,Medium,0.66
29,25-34,Female,Seoul,Four-or-More,Service Industry,SKB,Triple-Play,Medium,0.67
32,25-34,Male,Rural Areas,Two-Person,Office Worker,LG U+,Triple-Play,Medium,0.66
55,55-64,Male,Other Urban,Three-Person,Office Worker,LG U+,Triple-Play,Low,0.35
55,55-64,Male,Rural Areas,Single,Retired/Unemployed,LG U+,Triple-Play,Low,0.25
61,55-64,Male,Seoul,Four-or-More,Retired/Unemployed,SKB,Family,Low,0.12
59,55-64,Male,Other Urban,Single,Office Worker,Other,Triple-Play,Medium,0.44
10,5-12,Female,Rural Areas,Two-Person,Student,KT,Triple-Play,Low,0.27
49,45-54,Male,Seoul,Single,Office Worker,KT,Individual,High,0.87
5,5-12,Female,Seoul,Four-or-More,Student,KT,Family,Low,0.4
53,45-54,Male,Other Urban,Three-Person,Office Worker,Other,Family,High,0.71
35,35-44,Female,Other Urban,Single,Office Worker,KT,Individual,High,0.56
69,65+,Male,Other Urban,Single,Office Worker,LG U+,Individual,Low,0.22
44,35-44,Female,Other Urban,Two-Person,Office Worker,KT,Triple-Play,High,0.8
13,13-17,Male,Rural Areas,Single,Student,KT,Individual,High,0.87
23,18-24,Female,Other Urban,Single,Retired/Unemployed,LG U+,Triple-Play,Low,0.36
58,55-64,Male,Other Urban,Four-or-More,Service Industry,SKB,Family,Medium,0.88
52,45-54,Male,Other Urban,Three-Person,Office Worker,KT,Family,High,0.88
15,13-17,Male,Other Urban,Four-or-More,Student,SKB,Triple-Play,High,0.89
11,5-12,Male,Other Urban,Two-Person,Student,KT,Family,Low,0.34
57,55-64,Female,Other Urban,Three-Person,Service Industry,SKB,Triple-Play,Low,0.09
8,5-12,Male,Seoul,Two-Person,Student,KT,Family,Low,0.46
82,65+,Male,Other Urban,Single,Retired/Unemployed,LG U+,Individual,Low,0.41
55,55-64,Male,Seoul,Two-Person,Retired/Unemployed,KT,Triple-Play,Low,0.17
9,5-12,Male,Other Urban,Two-Person,Student,SKB,Family,Low,0.33
10,5-12,Male,Rural Areas,Four-or-More,Student,KT,Family,Low,0.33
88,65+,Female,Other Urban,Two-Person,Retired/Unemployed,SKB,Family,Medium,0.38
35,35-44,Male,Other Urban,Three-Person,Service Industry,KT,Triple-Play,Low,0.45
35,35-44,Male,Seoul,Three-Person,Professional/Managerial,LG U+,Triple-Play,High,0.64
68,65+,Male,Other Urban,Two-Person,Retired/Unemployed,LG U+,Family,Low,0.55
90,65+,Male,Seoul,Two-Person,Professional/Managerial,Other,Individual,Low,0.31
76,65+,Female,Other Urban,Single,Retired/Unemployed,Other,Individual,Low,0.2
64,55-64,Female,Other Urban,Single,Service Industry,LG U+,Triple-Play,Medium,0.58
40,35-44,Female,Other Urban,Three-Person,Professional/Managerial,LG U+,Family,High,0.77
5,5-12,Female,Other Urban,Four-or-More,Student,LG U+,Family,Low,0.13
55,55-64,Male,Seoul,Single,Retired/Unemployed,LG U+,Individual,Low,0.71
51,45-54,Male,Other Urban,Four-or-More,Office Worker,SKB,Triple-Play,Medium,0.52
44,35-44,Female,Other Urban,Single,Office Worker,KT,Individual,High,0.76
85,65+,Female,Other Urban,Two-Person,Office Worker,KT,Family,Low,0.13
16,13-17,Male,Seoul,Single,Student,SKB,Individual,High,0.93
52,45-54,Male,Rural Areas,Single,Office Worker,LG U+,Individual,Medium,0.61
3,0-4,Male,Other Urban,Single,Student,SKB,Individual,Low,0.5
38,35-44,Male,Other Urban,Two-Person,Office Worker,KT,Family,Medium,0.62
10,5-12,Male,Seoul,Single,Student,SKB,Individual,Low,0.19
13,13-17,Female,Rural Areas,Single,Student,Other,Individual,High,0.87
16,13-17,Female,Seoul,Single,Student,KT,Triple-Play,High,0.7
49,45-54,Female,Other Urban,Single,Service Industry,LG U+,Individual,Medium,0.23
62,55-64,Female,Seoul,Single,Office Worker,Other,Individual,Medium,0.64
49,45-54,Male,Other Urban,Two-Person,Office Worker,SKB,Triple-Play,High,0.79
82,65+,Male,Other Urban,Three-Person,Retired/Unemployed,Other,Triple-Play,Low,0.5
40,35-44,Female,Other Urban,Single,Professional/Managerial,LG U+,Individual,Medium,0.75
33,25-34,Female,Other Urban,Single,Professional/Managerial,KT,Individual,Medium,0.62
83,65+,Female,Other Urban,Three-Person,Retired/Unemployed,KT,Triple-Play,Medium,0.61
25,25-34,Male,Other Urban,Single,Professional/Managerial,KT,Individual,High,0.7
65,65+,Male,Other Urban,Three-Person,Retired/Unemployed,SKB,Triple-Play,Medium,0.42
4,0-4,Female,Other Urban,Single,Student,Other,Individual,Low,0.28
67,65+,Female,Rural Areas,Single,Retired/Unemployed,KT,Triple-Play,Low,0.16
6,5-12,Male,Other Urban,Single,Student,Other,Triple-Play,Low,0.16
85,65+,Male,Seoul,Single,Service Industry,KT,Individual,Low,0.23
47,45-54,Female,Other Urban,Three-Person,Service Industry,Other,Family,Low,0.45
73,65+,Male,Other Urban,Single,Retired/Unemployed,KT,Individual,Medium,0.72
12,5-12,Male,Seoul,Four-or-More,Student,LG U+,Triple-Play,Low,0.23
47,45-54,Female,Other Urban,Single,Office Worker,KT,Individual,Medium,0.77
89,65+,Female,Other Urban,Four-or-More,Retired/Unemployed,KT,Family,Low,0.41
50,45-54,Female,Other Urban,Single,Office Worker,KT,Individual,Medium,0.35
51,45-54,Male,Other Urban,Single,Retired/Unemployed,KT,Individual,Low,0.31
58,55-64,Male,Other Urban,Two-Person,Homemaker,KT,Individual,Low,0.14
38,35-44,Male,Rural Areas,Single,Student,SKB,Individual,Medium,0.4
46,45-54,Male,Other Urban,Three-Person,Office Worker,SKB,Family,High,0.6
49,45-54,Male,Other Urban,Two-Person,Office Worker,LG U+,Triple-Play,Medium,0.88
88,65+,Male,Other Urban,Three-Person,Office Worker,LG U+,Family,Low,0.27
11,5-12,Male,Other Urban,Single,Student,LG U+,Individual,Low,0.14
31,25-34,Female,Other Urban,Three-Person,Office Worker,LG U+,Triple-Play,Medium,0.37
70,65+,Male,Seoul,Two-Person,Retired/Unemployed,LG U+,Triple-Play,Low,0.18
83,65+,Male,Other Urban,Three-Person,Homemaker,SKB,Family,Low,0.32
39,35-44,Male,Other Urban,Single,Office Worker,KT,Individual,Medium,0.26
45,45-54,Female,Other Urban,Four-or-More,Homemaker,SKB,Family,Low,0.34
31,25-34,Male,Other Urban,Four-or-More,Office Worker,SKB,Family,Medium,0.7
18,18-24,Male,Seoul,Four-or-More,Office Worker,KT,Family,High,0.63
35,35-44,Female,Other Urban,Two-Person,Office Worker,SKB,Family,High,0.7
36,35-44,Male,Other Urban,Two-Person,Office Worker,KT,Triple-Play,High,0.71
47,45-54,Female,Other Urban,Single,Office Worker,KT,Individual,High,0.69
7,5-12,Male,Rural Areas,Four-or-More,Student,LG U+,Family,Low,0.52
88,65+,Male,Seoul,Four-or-More,Office Worker,KT,Family,Low,0.38
71,65+,Male,Seoul,Single,Retired/Unemployed,KT,Triple-Play,Low,0.15
60,55-64,Female,Seoul,Two-Person,Retired/Unemployed,KT,Family,Low,0.65
54,45-54,Female,Other Urban,Four-or-More,Office Worker,SKB,Triple-Play,High,0.87
34,25-34,Male,Other Urban,Single,Homemaker,KT,Individual,Low,0.34
84,65+,Female,Seoul,Single,Service Industry,SKB,Individual,Low,0.42
63,55-64,Male,Other Urban,Four-or-More,Retired/Unemployed,KT,Family,Medium,0.38
18,18-24,Female,Rural Areas,Four-or-More,Service Industry,KT,Family,Low,0.3
79,65+,Male,Other Urban,Four-or-More,Homemaker,KT,Family,Low,0.19
66,65+,Male,Rural Areas,Single,Retired/Unemployed,SKB,Triple-Play,Low,0.52
68,65+,Female,Other Urban,Single,Retired/Unemployed,KT,Triple-Play,Low,0.42
57,55-64,Male,Other Urban,Two-Person,Office Worker,LG U+,Family,Low,0.17
45,45-54,Male,Other Urban,Two-Person,Service Industry,SKB,Family,Medium,0.44
39,35-44,Male,Other Urban,Single,Retired/Unemployed,SKB,Individual,Medium,0.41
71,65+,Female,Other Urban,Four-or-More,Retired/Unemployed,SKB,Family,Low,0.41
82,65+,Male,Rural Areas,Four-or-More,Homemaker,SKB,Family,Medium,0.5
9,5-12,Female,Rural Areas,Single,Student,Other,Individual,Low,0.44
2,0-4,Female,Other Urban,Single,Student,KT,Triple-Play,Low,0.41
41,35-44,Female,Seoul,Single,Office Worker,KT,Triple-Play,Medium,0.35
55,55-64,Male,Other Urban,Two-Person,Homemaker,KT,Individual,Medium,0.45
71,65+,Female,Other Urban,Single,Homemaker,Other,Individual,Low,0.06
21,18-24,Male,Other Urban,Two-Person,Student,Other,Individual,High,0.82
52,45-54,Female,Other Urban,Two-Person,Retired/Unemployed,LG U+,Family,Low,0.31
38,35-44,Female,Rural Areas,Four-or-More,Office Worker,SKB,Triple-Play,High,0.76
70,65+,Female,Other Urban,Single,Retired/Unemployed,Other,Triple-Play,Medium,0.32
89,65+,Female,Rural Areas,Two-Person,Homemaker,KT,Individual,Low,0.11
69,65+,Male,Other Urban,Three-Person,Retired/Unemployed,LG U+,Family,Low,0.47
38,35-44,Female,Other Urban,Two-Person,Office Worker,Other,Family,High,0.75
42,35-44,Female,Seoul,Four-or-More,Service Industry,LG U+,Triple-Play,Low,0.46
33,25-34,Female,Other Urban,Two-Person,Professional/Managerial,KT,Family,High,0.61
8,5-12,Female,Rural Areas,Four-or-More,Student,LG U+,Family,Low,0.5
83,65+,Female,Rural Areas,Single,Homemaker,KT,Individual,Low,0.58
88,65+,Male,Other Urban,Two-Person,Retired/Unemployed,KT,Individual,Low,0.09
78,65+,Male,Rural Areas,Two-Person,Retired/Unemployed,LG U+,Family,Low,0.24
69,65+,Male,Other Urban,Four-or-More,Homemaker,KT,Family,Low,0.19
46,45-54,Male,Other Urban,Single,Professional/Managerial,KT,Individual,High,0.53
64,55-64,Male,Other Urban,Single,Professional/Managerial,SKB,Individual,Low,0.24
89,65+,Male,Rural Areas,Two-Person,Homemaker,SKB,Individual,Low,0.34
83,65+,Female,Other Urban,Single,Professional/Managerial,KT,Individual,Low,0.17
26,25-34,Female,Rural Areas,Three-Person,Student,KT,Triple-Play,High,0.92
35,35-44,Female,Other Urban,Four-or-More,Professional/Managerial,Other,Family,Medium,0.64
15,13-17,Female,Rural Areas,Four-or-More,Student,KT,Family,High,0.73
67,65+,Female,Other Urban,Single,Retired/Unemployed,SKB,Individual,Medium,0.84
51,45-54,Male,Seoul,Single,Office Worker,Other,Individual,High,0.96
25,25-34,Female,Seoul,Two-Person,Office Worker,SKB,Family,High,0.81
55,55-64,Male,Other Urban,Two-Person,Professional/Managerial,KT,Triple-Play,Low,0.16
53,45-54,Female,Seoul,Three-Person,Office Worker,SKB,Family,High,0.75
42,35-44,Female,Rural Areas,Three-Person,Professional/Managerial,LG U+,Triple-Play,Medium,0.59
16,13-17,Male,Rural Areas,Two-Person,Homemaker,LG U+,Triple-Play,Low,0.75
57,55-64,Male,Other Urban,Single,Retired/Unemployed,SKB,Triple-Play,Low,0.14
50,45-54,Female,Other Urban,Three-Person,Service Industry,KT,Family,Medium,0.46
57,55-64,Male,Other Urban,Single,Homemaker,KT,Individual,Low,0.09
48,45-54,Male,Other Urban,Single,Retired/Unemployed,SKB,Individual,Low,0.53
65,65+,Female,Other Urban,Three-Person,Retired/Unemployed,LG U+,Family,Low,0.6
49,45-54,Female,Other Urban,Two-Person,Professional/Managerial,SKB,Family,High,0.49
45,45-54,Male,Other Urban,Three-Person,Professional/Managerial,KT,Triple-Play,High,0.83
77,65+,Male,Other Urban,Two-Person,Retired/Unemployed,LG U+,Triple-Play,Low,0.43
35,35-44,Female,Other Urban,Single,Service Industry,SKB,Individual,Medium,0.43
14,13-17,Male,Other Urban,Single,Student,Other,Individual,High,0.92
11,5-12,Female,Other Urban,Two-Person,Student,SKB,Family,Low,0.6
61,55-64,Male,Other Urban,Single,Retired/Unemployed,SKB,Individual,Low,0.16
50,45-54,Female,Other Urban,Three-Person,Office Worker,SKB,Family,High,0.76
56,55-64,Male,Rural Areas,Three-Person,Retired/Unemployed,LG U+,Triple-Play,Low,0.22
26,25-34,Male,Other Urban,Two-Person,Office Worker,LG U+,Triple-Play,Medium,0.53
15,13-17,Female,Other Urban,Four-or-More,Student,LG U+,Triple-Play,High,0.74
0,0-4,Female,Seoul,Four-or-More,Student,KT,Family,Low,0.41
36,35-44,Male,Other Urban,Four-or-More,Office Worker,LG U+,Triple-Play,High,0.84
52,45-54,Male,Other Urban,Three-Person,Professional/Managerial,KT,Triple-Play,Medium,0.45
40,35-44,Female,Other Urban,Single,Service Industry,LG U+,Triple-Play,Low,0.13
36,35-44,Female,Other Urban,Two-Person,Office Worker,KT,Triple-Play,High,0.46
71,65+,Male,Rural Areas,Three-Person,Homemaker,KT,Family,Medium,0.36
38,35-44,Male,Other Urban,Single,Homemaker,KT,Triple-Play,Low,0.4
46,45-54,Female,Rural Areas,Three-Person,Office Worker,KT,Family,High,0.99
60,55-64,Male,Rural Areas,Two-Person,Office Worker,KT,Triple-Play,Low,0.13
43,35-44,Male,Other Urban,Single,Service Industry,KT,Triple-Play,Low,0.07
53,45-54,Female,Other Urban,Two-Person,Professional/Managerial,KT,Family,Medium,0.37
78,65+,Female,Other Urban,Single,Retired/Unemployed,KT,Triple-Play,Medium,0.79
72,65+,Female,Other Urban,Single,Retired/Unemployed,LG U+,Individual,Low,0.28
24,18-24,Male,Rural Areas,Four-or-More,Professional/Managerial,KT,Triple-Play,Medium,0.19
83,65+,Male,Seoul,Two-Person,Retired/Unemployed,Other,Family,Low,0.34
47,45-54,Male,Seoul,Two-Person,Professional/Managerial,Other,Family,Medium,0.62
26,25-34,Female,Rural Areas,Single,Office Worker,KT,Individual,Medium,0.44
39,35-44,Female,Rural Areas,Two-Person,Office Worker,KT,Individual,Medium,0.46
78,65+,Male,Other Urban,Single,Retired/Unemployed,KT,Triple-Play,Low,0.29
48,45-54,Female,Rural Areas,Three-Person,Service Industry,SKB,Family,Medium,0.47
31,25-34,Male,Other Urban,Three-Person,Office Worker,SKB,Triple-Play,Medium,0.28
48,45-54,Male,Other Urban,Four-or-More,Service Industry,KT,Triple-Play,Medium,0.5
33,25-34,Female,Other Urban,Single,Professional/Managerial,KT,Individual,Medium,0.3
8,5-12,Female,Other Urban,Two-Person,Student,SKB,Family,Low,0.23
16,13-17,Female,Other Urban,Three-Person,Student,KT,Family,High,0.55
14,13-17,Female,Seoul,Single,Student,Other,Individual,High,0.69
20,18-24,Male,Other Urban,Single,Student,SKB,Individual,High,0.78
23,18-24,Female,Other Urban,Three-Person,Office Worker,KT,Triple-Play,Medium,0.41
50,45-54,Female,Other Urban,Three-Person,Office Worker,KT,Triple-Play,High,0.88
24,18-24,Male,Other Urban,Two-Person,Office Worker,LG U+,Family,Medium,0.7
41,35-44,Female,Other Urban,Single,Professional/Managerial,KT,Triple-Play,Medium,0.22
80,65+,Male,Other Urban,Two-Person,Retired/Unemployed,KT,Family,Low,0.0
38,35-44,Female,Rural Areas,Two-Person,Office Worker,KT,Family,High,0.89
60,55-64,Female,Rural Areas,Two-Person,Office Worker,KT,Triple-Play,Medium,0.75
24,18-24,Female,Other Urban,Two-Person,Service Industry,LG U+,Family,Medium,0.66
21,18-24,Female,Other Urban,Two-Person,Student,KT,Triple-Play,Medium,0.47
11,5-12,Male,Rural Areas,Three-Person,Student,LG U+,Triple-Play,Low,0.17
18,18-24,Male,Rural Areas,Three-Person,Student,KT,Family,High,0.82
25,25-34,Female,Other Urban,Three-Person,Professional/Managerial,SKB,Family,High,0.48
